Position,Const,Created,Modified,Description,Name,Known For,Birth Date
435,nm0000009,2016-12-12,2016-12-12,"Equus, Anne of the Thousand Days, Who's Afraid of Virginia Woolf?, The Spy Who Came in From the Cold, Becket, The Robe, My Cousin Rachel",Richard Burton,Who's Afraid of Virginia Woolf?,1925-11-10
436,nm0000864,2016-12-12,2016-12-12,The Turning Point,Mikhail Baryshnikov,The Turning Point,1948-01-27
437,nm0278752,2016-12-12,2016-12-12,Equus,Peter Firth,Spooks,1953-10-27
438,nm0001703,2016-12-12,2016-12-12,"Julia, The Man in the Glass Booth, Judgment at Nuremberg",Maximilian Schell,Judgment at Nuremberg,1930-12-08
439,nm0115038,2016-12-12,2016-12-12,The Turning Point,Leslie Browne,The Turning Point,1957-06-29
440,nm0191944,2016-12-12,2016-12-12,The Goodbye Girl,Quinn Cummings,The Goodbye Girl,1967-08-13
441,nm0001839,2016-12-12,2016-12-12,Looking for Mr. Goodbar,Tuesday Weld,Once Upon a Time in America,1943-08-27
442,nm0002075,2016-12-12,2016-12-12,"Network, Sunday Bloody Sunday",Peter Finch,Network,1916-09-28
443,nm0316284,2016-12-12,2016-12-12,Seven Beauties,Giancarlo Giannini,Quantum of Solace,1942-08-01
444,nm0000034,2016-12-12,2016-12-12,"Network, Stalag 17, Sunset Boulevard",William Holden,Stalag 17,1918-04-17
445,nm0001159,2016-12-12,2016-12-12,"Network, Chinatown, Bonnie and Clyde",Faye Dunaway,Network,1941-01-14
446,nm0056763,2016-12-12,2016-12-12,Cousin Cousine,Marie-Christine Barrault,"Marie Curie, une femme honorable",1944-03-21
447,nm0001735,2016-12-12,2016-12-12,"Rocky, The Godfather Part II",Talia Shire,Rocky,1946-04-25
448,nm0880521,2016-12-12,2016-12-12,"Face to Face, The Emigrants",Liv Ullmann,Viskningar och rop,1938-12-16
449,nm0000885,2016-12-12,2016-12-12,Network,Ned Beatty,Network,1937-07-06
450,nm0580565,2016-12-12,2016-12-12,"Rocky, The Day of the Locust",Burgess Meredith,Clash of the Titans,1907-11-16
451,nm0949350,2016-12-12,2016-12-12,Rocky,Burt Young,Rocky,1940-04-30
452,nm0833152,2016-12-12,2016-12-12,Network,Beatrice Straight,Network,1914-08-02
453,nm0335519,2016-12-12,2016-12-12,"Voyage of the Damned, Shampoo, The Landlord, Detective Story",Lee Grant,In the Heat of the Night,1925-10-31
454,nm0000527,2016-12-12,2016-12-12,"The Sunshine Boys, Kotch, The Fortune Cookie",Walter Matthau,The Odd Couple,1920-10-01
455,nm0926235,2016-12-12,2016-12-12,"Give 'em Hell Harry, Battleground",James Whitmore,The Shawshank Redemption,1921-10-01
456,nm0001221,2016-12-12,2016-12-12,One Flew Over the Cuckoo's Nest,Louise Fletcher,One Flew Over the Cuckoo's Nest,1934-07-22
457,nm0000268,2016-12-12,2016-12-12,"Tommy, Carnal Knowledge",Ann-Margret,Made in Paris,1941-04-28
458,nm0413559,2016-12-12,2016-12-12,"Hedda, A Touch of Class, Sunday Bloody Sunday, Women in Love",Glenda Jackson,Women in Love,1936-05-09
459,nm0001406,2016-12-12,2016-12-12,Hester Street,Carol Kane,The Princess Bride,1952-06-18
460,nm0122675,2016-12-12,2016-12-12,The Sunshine Boys,George Burns,"Oh, God!",1896-01-20
461,nm0000374,2016-12-12,2016-12-12,One Flew Over the Cuckoo's Nest,Brad Dourif,One Flew Over the Cuckoo's Nest,1950-03-18
462,nm0001697,2016-12-12,2016-12-12,Dog Day Afternoon,Chris Sarandon,The Nightmare Before Christmas,1942-07-24
463,nm0086867,2016-12-12,2016-12-12,Nashville,Ronee Blakley,Nashville,1945-08-24
464,nm0587249,2016-12-12,2016-12-12,"Farewell My Lovely, Midnight Cowboy",Sylvia Miles,Midnight Cowboy,1924-09-09
465,nm0005499,2016-12-12,2016-12-12,Nashville,Lily Tomlin,Nashville,1939-09-01
466,nm0882853,2016-12-12,2016-12-12,Once is Not Enough,Brenda Vaccaro,Midnight Cowboy,1939-11-18
467,nm0138770,2016-12-12,2016-12-12,Harry and Tonto,Art Carney,Harry and Tonto,1918-11-04
468,nm0140792,2016-12-12,2016-12-12,Claudine,Diahann Carroll,Julia,1935-07-17
469,nm0674781,2016-12-12,2016-12-12,Lenny,Valerie Perrine,Superman,1943-09-03
470,nm0000001,2016-12-12,2016-12-12,The Towering Inferno,Fred Astaire,The Towering Inferno,1899-05-10
471,nm0311155,2016-12-12,2016-12-12,The Godfather Part II,Michael V. Gazzo,The Godfather Part II,1923-04-05
472,nm0833448,2016-12-12,2016-12-12,The Godfather Part II,Lee Strasberg,The Godfather Part II,1901-11-17
473,nm0181305,2016-12-12,2016-12-12,Day for Night,Valentina Cortese,La nuit américaine,1923-01-01
474,nm0001404,2016-12-12,2016-12-12,"Blazing Saddles, Paper Moon",Madeline Kahn,Paper Moon,1942-09-29
475,nm0000602,2016-12-13,2016-12-13,The Sting,Robert Redford,The Natural,1936-08-18
476,nm0000659,2016-12-13,2016-12-13,"The Way We Were, Funny Girl",Barbra Streisand,Funny Girl,1942-04-24
477,nm0002144,2016-12-13,2016-12-13,The Paper Chase,John Houseman,Rollerball,1902-09-22
478,nm0318527,2016-12-13,2016-12-13,Save the Tiger,Jack Gilford,Cocoon,1908-07-25
479,nm0588553,2016-12-13,2016-12-13,The Exorcist,Jason Miller,The Exorcist,1939-04-22
480,nm0001642,2016-12-13,2016-12-13,The Last Detail,Randy Quaid,Brokeback Mountain,1950-10-01
481,nm0001575,2016-12-13,2016-12-13,Paper Moon,Tatum O'Neal,Paper Moon,1963-11-05
482,nm0000304,2016-12-13,2016-12-13,The Exorcist,Linda Blair,The Exorcist,1959-01-22
483,nm0163748,2016-12-13,2016-12-13,American Graffiti,Candy Clark,American Graffiti,1947-06-20
484,nm0796662,2016-12-13,2016-12-13,Summer Wishes Winter Dreams,Sylvia Sidney,Beetle Juice,1910-08-08
485,nm0934902,2016-12-13,2016-12-13,Sounder,Paul Winfield,Star Trek II: The Wrath of Khan,1939-05-22
486,nm0001807,2016-12-13,2016-12-13,Sounder,Cicely Tyson,The Help,1924-12-19
487,nm0005384,2016-12-13,2016-12-13,Lady Sings the Blues,Diana Ross,The Wiz,1944-03-26
488,nm0001297,2016-12-13,2016-12-13,Cabaret,Joel Grey,Cabaret,1932-04-11
489,nm0000734,2016-12-13,2016-12-13,"The Heartbreak Kid, Roman Holiday",Eddie Albert,Roman Holiday,1906-04-22
490,nm0001001,2016-12-13,2016-12-13,The Godfather,James Caan,The Godfather,1940-03-26
491,nm0373012,2016-12-13,2016-12-13,"Butterflies are Free, The Bad Seed",Eileen Heckart,The Bad Seed,1919-03-29
492,nm0075588,2016-12-13,2016-12-13,The Heartbreak Kid,Jeannie Berlin,The Heartbreak Kid,1949-11-01
493,nm0879073,2016-12-13,2016-12-13,Fat City,Susan Tyrrell,Cry-Baby,1945-03-18
494,nm0001859,2016-12-13,2016-12-13,"The Poseidon Adventure, A Patch of Blue, The Diary of Anne Frank, A Place in the Sun",Shelley Winters,The Poseidon Adventure,1920-08-18
495,nm0001715,2016-12-13,2016-12-13,"The Hospital, Patton, The Hustler, Anatomy of a Murder",George C. Scott,Patton,1927-10-18
496,nm0867694,2016-12-13,2016-12-13,Fiddler on the Roof,Topol,Fiddler on the Roof,1935-09-09
497,nm0840531,2016-12-13,2016-12-13,Nicholas and Alexandra,Janet Suzman,Nicholas and Alexandra,1939-02-09
498,nm0424565,2016-12-13,2016-12-13,The Last Picture Show,Ben Johnson,The Last Picture Show,1918-06-13
499,nm0294600,2016-12-13,2016-12-13,Fiddler on the Roof,Leonard Frey,Fiddler on the Roof,1938-09-04
500,nm0001395,2016-12-13,2016-12-13,Sometimes a Great Notion,Richard Jaeckel,Starman,1926-10-10
501,nm0001458,2016-12-13,2016-12-13,The Last Picture Show,Cloris Leachman,The Last Picture Show,1926-04-30
502,nm0364455,2016-12-13,2016-12-13,Who Is Harry Kellerman and Why Is He Saying Those Terrible Things About Me?,Barbara Harris,Nashville,1935-07-25
503,nm0500364,2016-12-13,2016-12-13,The Go-Between,Margaret Leighton,The Go-Between,1922-02-26
504,nm0000469,2016-12-13,2016-12-13,The Great White Hope,James Earl Jones,Rogue One,1931-01-17
505,nm0641939,2016-12-13,2016-12-13,Love Story,Ryan O'Neal,Love Story,1941-04-20
506,nm0532298,2016-12-13,2016-12-13,Love Story,Ali MacGraw,Love Story,1939-04-01
507,nm0587234,2016-12-13,2016-12-13,Ryan's Daughter,Sarah Miles,Ryan's Daughter,1941-12-31
508,nm0811202,2016-12-13,2016-12-13,Diary of a Mad Housewife,Carrie Snodgress,Diary of a Mad Housewife,1945-10-27
509,nm0590055,2016-12-13,2016-12-13,Ryan's Daughter,John Mills,Great Expectations,1908-02-22
510,nm0144710,2016-12-13,2016-12-13,Lovers and Other Strangers,Richard S. Castellano,The Godfather,1933-09-04
511,nm0313381,2016-12-13,2016-12-13,Little Big Man,Chief Dan George,Little Big Man,1899-07-24
512,nm0549134,2016-12-13,2016-12-13,Love Story,John Marley,Love Story,1907-10-17
513,nm0371040,2016-12-13,2016-12-13,"Airport, The Sin of Madelon Claudet",Helen Hayes,Airport,1900-10-10
514,nm0000947,2016-12-13,2016-12-13,Five Easy Pieces,Karen Black,Five Easy Pieces,1939-07-01
515,nm0001419,2016-12-13,2016-12-13,MASH,Sally Kellerman,M*A*S*H,1937-06-02
516,nm0000078,2016-12-13,2016-12-13,"True Grit, The Alamo, Sands of Iwo Jima",John Wayne,True Grit,1907-05-26
517,nm0000991,2016-12-13,2016-12-13,Anne of the Thousand Days,Geneviève Bujold,Dead Ringers,1942-07-01
518,nm0591485,2016-12-13,2016-12-13,"Cabaret, The Sterile Cuckoo",Liza Minnelli,Cabaret,1946-03-12
519,nm0001739,2016-12-13,2016-12-13,"The Happy Ending, Hamlet",Jean Simmons,Guys and Dolls,1929-01-31
520,nm0949574,2016-12-13,2016-12-13,"They Shoot Horses Don't They?, Teacher's Pet, Come Fill the Cup",Gig Young,"They Shoot Horses, Don't They?",1913-11-04
521,nm0189313,2016-12-13,2016-12-13,The Reivers,Rupert Crosse,Shadows,1927-11-29
522,nm0001285,2016-12-13,2016-12-13,Bob & Carol & Ted & Alice,Elliott Gould,M*A*S*H,1938-08-29
523,nm0703033,2016-12-13,2016-12-13,Anne of the Thousand Days,Anthony Quayle,Lawrence of Arabia,1913-09-07
524,nm0122610,2016-12-13,2016-12-13,Last Summer,Catherine Burns,Last Summer,1945-09-25
525,nm0948772,2016-12-13,2016-12-13,They Shoot Horses Don't They?,Susannah York,Superman,1939-01-09
526,nm0731772,2016-12-13,2016-12-13,Charly,Cliff Robertson,Spider-Man,1923-09-09
527,nm0000869,2016-12-13,2016-12-13,The Fixer,Alan Bates,Gosford Park,1934-02-17
528,nm0600531,2016-12-13,2016-12-13,Oliver!,Ron Moody,Oliver!,1924-01-08
529,nm0623658,2016-12-13,2016-12-13,"The Subject Was Roses, Hud",Patricia Neal,Hud,1926-01-20
530,nm0016776,2016-12-13,2016-12-13,The Subject Was Roses,Jack Albertson,Willy Wonka & the Chocolate Factory,1907-06-16
531,nm0001025,2016-12-13,2016-12-13,Faces,Seymour Cassel,Rushmore,1935-01-22
532,nm0557292,2016-12-13,2016-12-13,Star!,Daniel Massey,Star!,1933-10-10
533,nm0928349,2016-12-13,2016-12-13,Oliver!,Jack Wild,Oliver!,1952-09-30
534,nm0000698,2016-12-13,2016-12-13,The Producers,Gene Wilder,Willy Wonka & the Chocolate Factory,1933-06-11
535,nm0002106,2016-12-13,2016-12-13,"Rosemary's Baby, Inside Daisy Clover",Ruth Gordon,Rosemary's Baby,1896-10-30
536,nm0137524,2016-12-13,2016-12-13,Faces,Lynn Carlin,Faces,1938-01-31
537,nm0516800,2016-12-13,2016-12-13,The Heart is a Lonely Hunter,Sondra Locke,Every Which Way but Loose,1944-05-28
538,nm0575552,2016-12-13,2016-12-13,Funny Girl,Kay Medford,Funny Girl,1919-09-14
539,nm0663820,2016-12-13,2016-12-13,"Rachel Rachel, Bonnie and Clyde",Estelle Parsons,Bonnie and Clyde,1927-11-20
540,nm0001768,2016-12-13,2016-12-13,"In the Heat of the Night, The Pawnbroker, On the Waterfront",Rod Steiger,In the Heat of the Night,1925-04-14
541,nm0000075,2016-12-13,2016-12-13,"Guess Who's Coming to Dinner, Judgment at Nuremberg, Inherit the Wind, The Old Man and the Sea, Bad Day at Black Rock, Father of the Bride, Boys Town, Captains Courageous, San Francisco",Spencer Tracy,Judgment at Nuremberg,1900-04-05
542,nm0262725,2016-12-13,2016-12-13,"The Whisperers, The Chalk Garden, Tom Jones",Edith Evans,The Whisperers,1888-02-08
543,nm0000030,2016-12-13,2016-12-13,"Wait Until Dark, Breakfast at Tiffany's, The Nun's Story, Sabrina, Roman Holiday",Audrey Hepburn,Breakfast at Tiffany's,1929-05-04
544,nm0001421,2016-12-13,2016-12-13,Cool Hand Luke,George Kennedy,Cool Hand Luke,1925-02-18
545,nm0001023,2016-12-13,2016-12-13,The Dirty Dozen,John Cassavetes,Love Streams,1929-12-09
546,nm0445523,2016-12-13,2016-12-13,"Guess Who's Coming to Dinner, The Luck of the Irish",Cecil Kellaway,Guess Who's Coming to Dinner,1890-08-27
547,nm0689488,2016-12-13,2016-12-13,Bonnie and Clyde,Michael J. Pollard,Bonnie and Clyde,1939-05-30
548,nm0151919,2016-12-13,2016-12-13,Thoroughly Modern Millie,Carol Channing,Thoroughly Modern Millie,1921-01-31
549,nm0622450,2016-12-13,2016-12-13,Barefoot in the Park,Mildred Natwick,The Trouble with Harry,1905-06-19
550,nm0723968,2016-12-13,2016-12-13,Guess Who's Coming to Dinner,Beah Richards,Guess Who's Coming to Dinner,1920-07-12
551,nm0001684,2016-12-13,2016-12-13,The Graduate,Katharine Ross,The Graduate,1940-01-29
552,nm0000537,2016-12-13,2016-12-13,The Sand Pebbles,Steve McQueen,The Great Escape,1930-03-24
553,nm0000072,2016-12-13,2016-12-13,"Who's Afraid of Virginia Woolf?, Butterfield 8, Suddenly Last Summer, Cat on a Hot Tin Roof, Raintree County",Elizabeth Taylor,Who's Afraid of Virginia Woolf?,1932-02-27
554,nm0000733,2016-12-13,2016-12-13,A Man and a Woman,Anouk Aimée,8½,1932-04-27
555,nm0436706,2016-12-13,2016-12-13,The Shop on Main Street,Ida Kaminska,Obchod na korze,1899-09-04
556,nm0538683,2016-12-13,2016-12-13,The Sand Pebbles,Mako,Conan the Barbarian,1933-12-10
557,nm0001719,2016-12-13,2016-12-13,Who's Afraid of Virginia Woolf?,George Segal,Who's Afraid of Virginia Woolf?,1934-02-13
558,nm0001727,2016-12-13,2016-12-13,A Man for All Seasons,Robert Shaw,A Man for All Seasons,1927-08-09
559,nm0006800,2016-12-13,2016-12-13,Who's Afraid of Virginia Woolf?,Sandy Dennis,Who's Afraid of Virginia Woolf?,1937-04-27
560,nm0384908,2016-12-13,2016-12-13,"A Man for All Seasons, Separate Tables, Pygmalion",Wendy Hiller,Murder on the Orient Express,1912-08-15
561,nm0481139,2016-12-13,2016-12-13,Hawaii,Jocelyne LaGarde,Hawaii,1924-04-24
562,nm0580357,2016-12-13,2016-12-13,Alfie,Vivien Merchant,Frenzy,1929-07-22
563,nm0001511,2016-12-13,2016-12-13,Cat Ballou,Lee Marvin,The Dirty Dozen,1924-02-19
564,nm0921459,2016-12-13,2016-12-13,Ship of Fools,Oskar Werner,Jules et Jim,1922-11-13
565,nm0002058,2016-12-13,2016-12-13,The Collector,Samantha Eggar,The Collector,1939-03-05
566,nm0366946,2016-12-13,2016-12-13,A Patch of Blue,Elizabeth Hartman,A Patch of Blue,1943-12-23
567,nm0797531,2016-12-13,2016-12-13,"Ship of Fools, Room at the Top",Simone Signoret,Les diaboliques,1921-03-25
568,nm0000842,2016-12-13,2016-12-13,A Thousand Clowns,Martin Balsam,All the President's Men,1919-11-04
569,nm0000846,2016-12-13,2016-12-13,The Flight of the Phoenix,Ian Bannen,Waking Ned,1928-06-29
570,nm0242692,2016-12-13,2016-12-13,Ship of Fools,Michael Dunn,Ship of Fools,1934-10-20
571,nm0277975,2016-12-13,2016-12-13,Othello,Frank Finlay,Lifeforce,1926-08-06
572,nm0715010,2016-12-13,2016-12-13,"Othello, Tom Jones",Joyce Redman,Tom Jones,1915-12-07
573,nm0939931,2016-12-13,2016-12-13,The Sound of Music,Peggy Wood,The Sound of Music,1892-02-09
574,nm0001322,2016-12-13,2016-12-13,"My Fair Lady, Cleopatra",Rex Harrison,My Fair Lady,1908-03-05
575,nm0000063,2016-12-13,2016-12-13,"Zorba the Greek, Wild is the Wind, Lust for Life, Viva Zapata!",Anthony Quinn,Alexis Zorbas,1915-04-21
576,nm0000047,2016-12-13,2016-12-13,"Marriage Italian-Style, Two Women",Sophia Loren,La ciociara,1934-09-20
577,nm0001666,2016-12-13,2016-12-13,The Unsinkable Molly Brown,Debbie Reynolds,Singin' in the Rain,1932-04-01
578,nm0001811,2016-12-13,2016-12-13,"Topkapi, Spartacus, Quo Vadis",Peter Ustinov,Death on the Nile,1921-04-16
579,nm0391361,2016-12-13,2016-12-13,My Fair Lady,Stanley Holloway,My Fair Lady,1890-10-01
580,nm0639529,2016-12-13,2016-12-13,"Seven Days in May, The Barefoot Contessa",Edmond O'Brien,The Man Who Shot Liberty Valance,1915-09-10
581,nm0870543,2016-12-13,2016-12-13,The Best Man,Lee Tracy,The Best Man,1898-04-14
582,nm0444321,2016-12-13,2016-12-13,Zorba the Greek,Lila Kedrova,Alexis Zorbas,1918-10-09
583,nm0178066,2016-12-13,2016-12-13,"My Fair Lady, The Song of Bernadette, Now Voyager",Gladys Cooper,My Fair Lady,1888-12-18
584,nm0355621,2016-12-13,2016-12-13,The Night of the Iguana,Grayson Hall,The Night of the Iguana,1922-09-18
585,nm0001547,2016-12-13,2016-12-13,"Hush...Hush Sweet Charlotte, Johnny Belinda, Mrs. Parkington, The Magnificent Ambersons",Agnes Moorehead,"Hush...Hush, Sweet Charlotte",1900-12-06
586,nm0001627,2016-12-13,2016-12-13,"Lilies of the Field, The Defiant Ones",Sidney Poitier,Lilies of the Field,1927-02-20
587,nm0001989,2016-12-13,2016-12-13,"The L-Shaped Room, Lili",Leslie Caron,Gigi,1931-07-01
588,nm0731499,2016-12-13,2016-12-13,This Sporting Life,Rachel Roberts,Murder on the Orient Express,1927-09-20
589,nm0000081,2016-12-13,2016-12-13,"Love With the Proper Stranger, Splendor in the Grass, Rebel Without a Cause",Natalie Wood,Rebel Without a Cause,1938-07-20
590,nm0011244,2016-12-13,2016-12-13,Twilight of Honor,Nick Adams,Frankenstein tai Baragon,1931-07-10
591,nm0201239,2016-12-13,2016-12-13,Captain Newman MD,Bobby Darin,Come September,1936-05-14
592,nm0341518,2016-12-13,2016-12-13,"Tom Jones, Ben-Hur",Hugh Griffith,Ben-Hur,1912-05-30
593,nm0001379,2016-12-13,2016-12-13,The Cardinal,John Huston,The Treasure of the Sierra Madre,1906-08-05
594,nm0751983,2016-12-13,2016-12-13,The V.I.P.s,Margaret Rutherford,The V.I.P.s,1892-05-11
595,nm0162283,2016-12-13,2016-12-13,Tom Jones,Diane Cilento,The Wicker Man,1932-04-02
596,nm0803785,2016-12-13,2016-12-13,Lilies of the Field,Lilia Skala,Flashdance,1896-11-28
597,nm0000060,2016-12-13,2016-12-13,"To Kill a Mockingbird, Twelve O'Clock High, Gentleman's Agreement, The Yearling, The Keys of the Kingdom",Gregory Peck,To Kill a Mockingbird,1916-04-05
598,nm0000012,2016-12-13,2016-12-13,"What Ever Happened to Baby Jane?, The Star, All About Eve, Mr. Skeffington, Now Voyager, The Little Foxes, The Letter, Dark Victory, Jezebel, Dangerous",Bette Davis,All About Eve,1908-04-05
599,nm0001665,2016-12-13,2016-12-13,Days of Wine and Roses,Lee Remick,Anatomy of a Murder,1935-12-14
600,nm0003225,2016-12-13,2016-12-13,Sweet Bird of Youth,Ed Begley,12 Angry Men,1901-03-25
601,nm0120658,2016-12-13,2016-12-13,What Ever Happened to Baby Jane?,Victor Buono,What Ever Happened to Baby Jane?,1938-02-03
602,nm0001699,2016-12-13,2016-12-13,Birdman of Alcatraz,Telly Savalas,Kojak,1922-01-21
603,nm0001725,2016-12-13,2016-12-13,Lawrence of Arabia,Omar Sharif,Lawrence of Arabia,1932-04-10
604,nm0000654,2016-12-13,2016-12-13,Billy Budd,Terence Stamp,The Limey,1938-07-22
605,nm0001157,2016-12-13,2016-12-13,The Miracle Worker,Patty Duke,Valley of the Dolls,1946-12-14
606,nm0000825,2016-12-13,2016-12-13,To Kill a Mockingbird,Mary Badham,To Kill a Mockingbird,1952-10-07
607,nm0004309,2016-12-13,2016-12-13,"Sweet Bird of Youth, The Dark at the Top of the Stairs",Shirley Knight,Paul Blart: Mall Cop,1936-07-05
608,nm0001450,2016-12-13,2016-12-13,"The Manchurian Candidate, The Picture of Dorian Gray, Gaslight",Angela Lansbury,The Manchurian Candidate,1925-10-16
609,nm0728812,2016-12-13,2016-12-13,"Birdman of Alcatraz, Pillow Talk, Pickup on South Street, With a Song in My Heart, The Mating Season, All About Eve",Thelma Ritter,Rear Window,1902-02-14
610,nm0000964,2016-12-13,2016-12-13,"Fanny, Gaslight, Algiers, Conquest",Charles Boyer,Gaslight,1899-08-28
611,nm0926183,2016-12-13,2016-12-13,The Mark,Stuart Whitman,The Comancheros,1928-02-01
612,nm0001995,2016-12-13,2016-12-13,West Side Story,George Chakiris,West Side Story,1932-09-16
613,nm0001549,2016-12-13,2016-12-13,West Side Story,Rita Moreno,West Side Story,1931-12-11
614,nm0001050,2016-12-13,2016-12-13,"Judgment at Nuremberg, From Here to Eternity, A Place in the Sun, The Search",Montgomery Clift,From Here to Eternity,1920-10-17
615,nm0000393,2016-12-13,2016-12-13,"Pocketful of Miracles, Murder Inc.",Peter Falk,Columbo,1927-09-16
616,nm0001276,2016-12-13,2016-12-13,The Hustler,Jackie Gleason,The Hustler,1916-02-26
617,nm0047810,2016-12-13,2016-12-13,"The Children's Hour, Jezebel, White Banners",Fay Bainter,Jezebel,1893-12-07
618,nm0000023,2016-12-13,2016-12-13,"Judgment at Nuremberg, A Star is Born",Judy Garland,The Wizard of Oz,1922-06-10
619,nm0502322,2016-12-13,2016-12-13,The Roman Spring of Mrs. Stone,Lotte Lenya,From Russia with Love,1898-10-18
620,nm0580916,2016-12-13,2016-12-13,Summer and Smoke,Una Merkel,42nd Street,1903-12-10
621,nm0002145,2016-12-14,2016-12-14,Sons and Lovers,Trevor Howard,The Third Man,1913-09-29
622,nm0002093,2016-12-14,2016-12-14,"Sunrise at Campobello, The Valley of Decision, Mrs. Parkington, Madame Curie, Mrs. Miniver, Blossoms in the Dust, Goodbye Mr. Chips",Greer Garson,Pride and Prejudice,1904-09-29
623,nm0000039,2016-12-14,2016-12-14,"The Sundowners, Separate Tables, Heaven Knows Mr. Allison, The King and I, From Here to Eternity, Edward My Son",Deborah Kerr,The King and I,1921-09-30
624,nm0580479,2016-12-14,2016-12-14,Never on Sunday,Melina Mercouri,Pote tin Kyriaki,1920-10-18
625,nm0472816,2016-12-14,2016-12-14,The Apartment,Jack Kruschen,The Apartment,1922-03-20
626,nm0000543,2016-12-14,2016-12-14,"Exodus, Rebel Without a Cause",Sal Mineo,Rebel Without a Cause,1939-01-10
627,nm0932629,2016-12-14,2016-12-14,The Alamo,Chill Wills,Giant,1902-07-18
628,nm0429250,2016-12-14,2016-12-14,Elmer Gantry,Shirley Jones,The Music Man,1934-03-31
629,nm0424318,2016-12-14,2016-12-14,The Sundowners,Glynis Johns,Mary Poppins,1923-10-05
630,nm0001463,2016-12-14,2016-12-14,Psycho,Janet Leigh,Psycho,1927-07-06
631,nm0881829,2016-12-14,2016-12-14,Sons and Lovers,Mary Ure,Where Eagles Dare,1933-02-18
632,nm0000032,2016-12-14,2016-12-14,Ben-Hur,Charlton Heston,Ben-Hur,1923-10-04
633,nm0002131,2016-12-14,2016-12-14,Room at the Top,Laurence Harvey,The Manchurian Candidate,1928-10-01
634,nm0612847,2016-12-14,2016-12-14,"The Last Angry Man, The Life of Emile Zola, The Story of Louis Pasteur, I am a Fugitive From a Chain Gang, The Valiant",Paul Muni,Scarface,1895-09-22
635,nm0000071,2016-12-14,2016-12-14,"Anatomy of a Murder, Harvey, It's a Wonderful Life, The Philadelphia Story, Mr. Smith Goes to Washington",James Stewart,Anatomy of a Murder,1908-05-20
636,nm0000013,2016-12-14,2016-12-14,Pillow Talk,Doris Day,Love Me or Leave Me,1922-04-03
637,nm0640023,2016-12-14,2016-12-14,"Anatomy of a Murder, Picnic",Arthur O'Connell,Anatomy of a Murder,1908-03-29
638,nm0001816,2016-12-14,2016-12-14,The Young Philadelphians,Robert Vaughn,The Magnificent Seven,1932-11-22
639,nm0943956,2016-12-14,2016-12-14,The Diary of Anne Frank,Ed Wynn,Alice in Wonderland,1886-11-09
640,nm0045968,2016-12-14,2016-12-14,Room at the Top,Hermione Baddeley,The Secret of NIMH,1906-11-13
641,nm0463435,2016-12-14,2016-12-14,Imitation of Life,Susan Kohner,Imitation of Life,1936-11-11
642,nm0601428,2016-12-14,2016-12-14,Imitation of Life,Juanita Moore,Imitation of Life,1914-10-19
643,nm0000057,2016-12-14,2016-12-14,Separate Tables,David Niven,Murder by Death,1910-03-01
644,nm0000348,2016-12-14,2016-12-14,The Defiant Ones,Tony Curtis,Some Like It Hot,1925-06-03
645,nm0001333,2016-12-14,2016-12-14,"I Want to Live!, I'll Cry Tomorrow, With a Song in My Heart, My Foolish Heart, Smash-Up: The Story of a Woman",Susan Hayward,With a Song in My Heart,1917-06-30
646,nm0751426,2016-12-14,2016-12-14,"Auntie Mame, Mourning Becomes Electra, Sister Kenny, My Sister Eileen",Rosalind Russell,Auntie Mame,1907-06-04
647,nm0412322,2016-12-14,2016-12-14,The Big Country,Burl Ives,The Big Country,1909-06-14
648,nm0000942,2016-12-14,2016-12-14,The Defiant Ones,Theodore Bikel,My Fair Lady,1924-05-02
649,nm0002011,2016-12-14,2016-12-14,"The Brothers Karamazov, On the Waterfront",Lee J. Cobb,12 Angry Men,1911-12-08
650,nm0447913,2016-12-14,2016-12-14,"Some Came Running, Peyton Place, Trial, Bright Victory, Champion",Arthur Kennedy,Lawrence of Arabia,1914-02-17
651,nm0143918,2016-12-14,2016-12-14,Auntie Mame,Peggy Cass,Auntie Mame,1924-05-21
652,nm0405054,2016-12-14,2016-12-14,Some Came Running,Martha Hyer,The Sons of Katie Elder,1924-08-10
653,nm0930209,2016-12-14,2016-12-14,The Defiant Ones,Cara Williams,The Defiant Ones,1925-06-29
654,nm0290047,2016-12-14,2016-12-14,A Hatful of Rain,Anthony Franciosa,A Hatful of Rain,1928-10-25
655,nm0001452,2016-12-14,2016-12-14,"Witness for the Prosecution, Mutiny on the Bounty, The Private Life of Henry VIII",Charles Laughton,Witness for the Prosecution,1899-07-01
656,nm0536167,2016-12-14,2016-12-14,"Wild is the Wind, The Rose Tattoo",Anna Magnani,Roma città aperta,1908-03-07
657,nm0001805,2016-12-14,2016-12-14,Peyton Place,Lana Turner,Imitation of Life,1921-02-08
658,nm0000999,2016-12-14,2016-12-14,Sayonara,Red Buttons,The Poseidon Adventure,1919-02-05
659,nm0001120,2016-12-14,2016-12-14,A Farewell to Arms,Vittorio De Sica,Ladri di biciclette,1901-07-07
660,nm0370564,2016-12-14,2016-12-14,The Bridge on the River Kwai,Sessue Hayakawa,The Bridge on the River Kwai,1886-06-10
661,nm0848560,2016-12-14,2016-12-14,Peyton Place,Russ Tamblyn,West Side Story,1934-12-30
662,nm0880855,2016-12-14,2016-12-14,Sayonara,Miyoshi Umeki,Sayonara,1929-05-08
663,nm0427700,2016-12-14,2016-12-14,The Bachelor Party,Carolyn Jones,The Man Who Knew Too Much,1930-04-28
